fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
6.8;0.56;0.22;1.8;0.074;15.0;24.0;0.99438;3.9;0.82;14.559999999999999;6
7.2;0.62;0.06;2.7;0.077;15.0;85.0;0.99746;4.01;0.54;12.35;5
5.8;1.01;0.66;2.0;0.039;15.0;88.0;0.99357;4.16;0.6;14.950000000000001;6
7.5;0.42;0.32;2.7;0.067;7.0;25.0;0.99628;3.74;0.44;13.520000000000001;5
7.2;0.62;0.06;2.5;0.078;17.0;84.0;0.99746;4.01;0.53;12.61;5
7.2;0.62;0.06;2.7;0.077;15.0;85.0;0.99746;4.01;0.54;12.35;5
7.2;0.635;0.07;2.6;0.077;16.0;86.0;0.99748;4.01;0.54;12.61;5
6.8;0.49;0.22;2.3;0.071;13.0;24.0;0.99438;3.91;0.83;14.690000000000001;6
6.9;0.51;0.23;2.0;0.072;13.0;22.0;0.99438;3.9;0.84;14.559999999999999;6
6.8;0.56;0.22;1.8;0.074;15.0;24.0;0.99438;3.9;0.82;14.559999999999999;6
7.6;0.63;0.03;2.0;0.08;27.0;43.0;0.99578;3.94;0.64;14.170000000000002;6
7.7;0.715;0.01;2.1;0.064;31.0;43.0;0.99371;3.91;0.57;15.340000000000002;6
6.9;0.56;0.03;1.5;0.086;36.0;46.0;0.99522;4.029999999999999;0.57;13.78;5
7.3;0.35;0.24;2.0;0.067;28.0;48.0;0.99576;3.93;0.54;13.0;4
9.1;0.21;0.37;1.6;0.067;6.0;10.0;0.99552;3.73;0.58;14.43;7
10.4;0.38;0.46;2.1;0.104;6.0;10.0;0.99664;3.62;0.65;15.340000000000002;7
8.8;0.31;0.4;2.8;0.109;7.0;16.0;0.99614;3.81;0.79;15.340000000000002;7
7.1;0.47;0.0;2.2;0.067;7.0;14.0;0.99517;3.9;0.58;14.170000000000002;4
7.7;0.715;0.01;2.1;0.064;31.0;43.0;0.99371;3.91;0.57;15.340000000000002;6
8.8;0.61;0.19;4.0;0.094;30.0;69.0;0.99787;3.72;0.5;13.0;6
7.2;0.6;0.04;2.5;0.076;18.0;88.0;0.99745;4.029999999999999;0.55;12.35;5
9.2;0.56;0.18;1.6;0.078;10.0;21.0;0.99576;3.65;0.49;12.870000000000001;5
7.6;0.715;0.0;2.1;0.068;30.0;35.0;0.99533;3.98;0.65;14.82;6
8.4;0.31;0.29;3.1;0.194;14.0;26.0;0.99536;3.72;0.78;15.600000000000001;6
7.2;0.6;0.04;2.5;0.076;18.0;88.0;0.99745;4.029999999999999;0.55;12.35;5
8.8;0.61;0.19;4.0;0.094;30.0;69.0;0.99787;3.72;0.5;13.0;6
8.9;0.75;0.14;2.5;0.086;9.0;30.0;0.99824;3.84;0.64;13.65;5
9.0;0.8;0.12;2.4;0.083;8.0;28.0;0.99836;3.83;0.65;13.520000000000001;6
10.7;0.52;0.38;2.6;0.066;29.0;56.0;0.99577;3.65;0.79;15.73;7
6.8;0.57;0.0;2.5;0.072;32.0;64.0;0.99491;3.93;0.56;14.559999999999999;6
10.7;0.9;0.34;6.6;0.112;23.0;99.0;1.00289;3.72;0.68;12.090000000000002;5
7.2;0.34;0.24;2.0;0.071;30.0;52.0;0.99576;3.94;0.58;13.13;5
7.2;0.66;0.03;2.3;0.078;16.0;86.0;0.99743;4.029999999999999;0.57;12.61;5
10.1;0.45;0.23;1.9;0.082;10.0;18.0;0.99774;3.72;0.65;12.090000000000002;6
7.2;0.66;0.03;2.3;0.078;16.0;86.0;0.99743;4.029999999999999;0.57;12.61;5
7.2;0.63;0.03;2.2;0.08;17.0;88.0;0.99745;4.029999999999999;0.58;12.740000000000002;6
7.1;0.59;0.01;2.3;0.08;27.0;43.0;0.9955;3.92;0.58;13.91;6
8.3;0.31;0.39;2.4;0.078;17.0;43.0;0.99444;3.81;0.77;16.25;7
7.1;0.59;0.01;2.3;0.08;27.0;43.0;0.9955;3.92;0.58;13.91;6
8.3;0.31;0.39;2.4;0.078;17.0;43.0;0.99444;3.81;0.77;16.25;7
8.3;1.02;0.02;3.4;0.084;6.0;11.0;0.99892;3.98;0.49;14.3;3
8.9;0.31;0.36;2.6;0.056;10.0;39.0;0.99562;3.9;0.69;15.340000000000002;5
7.4;0.635;0.1;2.4;0.08;16.0;33.0;0.99736;4.08;0.69;14.040000000000001;7
7.4;0.635;0.1;2.4;0.08;16.0;33.0;0.99736;4.08;0.69;14.040000000000001;7
6.8;0.59;0.06;6.0;0.06;11.0;18.0;0.9962;3.91;0.59;14.040000000000001;7
6.8;0.59;0.06;6.0;0.06;11.0;18.0;0.9962;3.91;0.59;14.040000000000001;7
9.2;0.58;0.2;3.0;0.081;15.0;115.0;0.998;3.73;0.59;12.35;5
7.2;0.54;0.27;2.6;0.084;12.0;78.0;0.9964;3.89;0.71;14.3;5
6.1;0.56;0.0;2.2;0.079;6.0;9.0;0.9948;4.09;0.54;14.950000000000001;6
7.4;0.52;0.13;2.4;0.078;34.0;61.0;0.99528;3.93;0.59;14.040000000000001;6
7.3;0.305;0.39;1.2;0.059;7.0;11.0;0.99331;3.79;0.52;14.950000000000001;6
9.3;0.38;0.48;3.8;0.132;3.0;11.0;0.99577;3.73;0.57;17.16;6
9.1;0.28;0.46;9.0;0.114;3.0;9.0;0.99901;3.68;0.6;14.170000000000002;6
10.0;0.46;0.44;2.9;0.065;4.0;8.0;0.99674;3.83;0.62;15.86;6
9.4;0.395;0.46;4.6;0.094;3.0;10.0;0.99639;3.77;0.64;15.86;7
7.3;0.305;0.39;1.2;0.059;7.0;11.0;0.99331;3.79;0.52;14.950000000000001;6
8.6;0.315;0.4;2.2;0.079;3.0;6.0;0.99512;3.77;0.67;15.47;6
5.3;0.715;0.19;1.5;0.161;7.0;62.0;0.99395;4.12;0.61;14.3;5
6.8;0.41;0.31;8.8;0.084;26.0;45.0;0.99824;3.88;0.64;13.13;6
8.4;0.36;0.32;2.2;0.081;32.0;79.0;0.9964;3.8;0.72;14.3;6
8.4;0.62;0.12;1.8;0.072;38.0;46.0;0.99504;3.88;0.89;15.340000000000002;6
9.6;0.41;0.37;2.3;0.091;10.0;23.0;0.99786;3.74;0.56;13.65;5
8.4;0.36;0.32;2.2;0.081;32.0;79.0;0.9964;3.8;0.72;14.3;6
8.4;0.62;0.12;1.8;0.072;38.0;46.0;0.99504;3.88;0.89;15.340000000000002;6
6.8;0.41;0.31;8.8;0.084;26.0;45.0;0.99824;3.88;0.64;13.13;6
8.6;0.47;0.27;2.3;0.055;14.0;28.0;0.99516;3.68;0.8;14.559999999999999;5
8.6;0.22;0.36;1.9;0.064;53.0;77.0;0.99604;3.97;0.87;14.3;7
9.4;0.24;0.33;2.3;0.061;52.0;73.0;0.99786;3.97;0.9;13.26;6
8.4;0.67;0.19;2.2;0.093;11.0;75.0;0.99736;3.7;0.59;11.959999999999999;4
8.6;0.47;0.27;2.3;0.055;14.0;28.0;0.99516;3.68;0.8;14.559999999999999;5
8.7;0.33;0.38;3.3;0.063;10.0;19.0;0.99468;3.8;0.73;15.600000000000001;7
6.6;0.61;0.01;1.9;0.08;8.0;25.0;0.99746;4.1899999999999995;0.73;13.65;5
7.4;0.61;0.01;2.0;0.074;13.0;38.0;0.99748;3.98;0.65;12.740000000000002;5
7.6;0.4;0.29;1.9;0.078;29.0;66.0;0.9971;3.95;0.59;12.35;6
7.4;0.61;0.01;2.0;0.074;13.0;38.0;0.99748;3.98;0.65;12.740000000000002;5
6.6;0.61;0.01;1.9;0.08;8.0;25.0;0.99746;4.1899999999999995;0.73;13.65;5
8.8;0.3;0.38;2.3;0.06;19.0;72.0;0.99543;3.89;0.72;15.340000000000002;6
8.8;0.3;0.38;2.3;0.06;19.0;72.0;0.99543;3.89;0.72;15.340000000000002;6
12.0;0.63;0.5;1.4;0.071;6.0;26.0;0.99791;3.57;0.6;13.520000000000001;4
7.2;0.38;0.38;2.8;0.068;23.0;42.0;0.99356;3.84;0.72;16.77;7
6.2;0.46;0.17;1.6;0.073;7.0;11.0;0.99425;4.109999999999999;0.54;14.82;5
9.6;0.33;0.52;2.2;0.074;13.0;25.0;0.99509;3.86;0.76;16.12;7
9.9;0.27;0.49;5.0;0.082;9.0;17.0;0.99484;3.69;0.52;16.25;7
10.1;0.43;0.4;2.6;0.092;13.0;52.0;0.99834;3.72;0.64;13.0;7
9.8;0.5;0.34;2.3;0.094;10.0;45.0;0.99864;3.74;0.6;12.61;7
8.3;0.3;0.49;3.8;0.09;11.0;24.0;0.99498;3.77;0.64;15.73;7
10.2;0.44;0.42;2.0;0.071;7.0;20.0;0.99566;3.64;0.79;14.43;7
10.2;0.44;0.58;4.1;0.092;11.0;24.0;0.99745;3.79;0.99;15.600000000000001;7
8.3;0.28;0.48;2.1;0.093;6.0;12.0;0.99408;3.76;0.62;16.12;7
8.9;0.12;0.45;1.8;0.075;10.0;21.0;0.99552;3.91;0.76;15.47;7
8.9;0.12;0.45;1.8;0.075;10.0;21.0;0.99552;3.91;0.76;15.47;7
8.9;0.12;0.45;1.8;0.075;10.0;21.0;0.99552;3.91;0.76;15.47;7
8.3;0.28;0.48;2.1;0.093;6.0;12.0;0.99408;3.76;0.62;16.12;7
8.2;0.31;0.4;2.2;0.058;6.0;10.0;0.99536;3.81;0.68;14.559999999999999;7
10.2;0.34;0.48;2.1;0.052;5.0;9.0;0.99458;3.7;0.69;15.73;7
7.6;0.43;0.4;2.7;0.082;6.0;11.0;0.99538;3.94;0.54;15.86;6
8.5;0.21;0.52;1.9;0.09;9.0;23.0;0.99648;3.86;0.67;13.520000000000001;5
9.0;0.36;0.52;2.1;0.111;5.0;10.0;0.99568;3.81;0.62;14.690000000000001;6
9.5;0.37;0.52;2.0;0.088;12.0;51.0;0.99613;3.79;0.58;14.43;6
6.4;0.57;0.12;2.3;0.12;25.0;36.0;0.99519;3.97;0.71;14.690000000000001;7
8.0;0.59;0.05;2.0;0.089;12.0;32.0;0.99735;3.86;0.61;13.0;5
8.5;0.47;0.27;1.9;0.058;18.0;38.0;0.99518;3.66;0.85;14.43;6
7.1;0.56;0.14;1.6;0.078;7.0;18.0;0.99592;3.77;0.62;12.090000000000002;5
6.6;0.57;0.02;2.1;0.115;6.0;16.0;0.99654;3.88;0.69;12.35;5
8.8;0.27;0.39;2.0;0.1;20.0;27.0;0.99546;3.65;0.69;14.559999999999999;6
8.5;0.47;0.27;1.9;0.058;18.0;38.0;0.99518;3.66;0.85;14.43;6
8.3;0.34;0.4;2.4;0.065;24.0;48.0;0.99554;3.84;0.86;14.3;6
9.0;0.38;0.41;2.4;0.103;6.0;10.0;0.99604;3.63;0.58;15.47;7
8.5;0.66;0.2;2.1;0.097;23.0;113.0;0.99733;3.63;0.48;11.959999999999999;5
9.0;0.4;0.43;2.4;0.068;29.0;46.0;0.9943;3.7;0.6;15.86;6
6.7;0.56;0.09;2.9;0.079;7.0;22.0;0.99669;3.96;0.61;13.26;5
10.4;0.26;0.48;1.9;0.066;6.0;10.0;0.99724;3.83;0.87;14.170000000000002;6
10.4;0.26;0.48;1.9;0.066;6.0;10.0;0.99724;3.83;0.87;14.170000000000002;6
10.1;0.38;0.5;2.4;0.104;6.0;13.0;0.99643;3.72;0.65;15.08;7
8.5;0.34;0.44;1.7;0.079;6.0;12.0;0.99605;4.02;0.63;13.91;5
8.8;0.33;0.41;5.9;0.073;7.0;13.0;0.99658;3.8;0.62;15.73;7
7.2;0.41;0.3;2.1;0.083;35.0;72.0;0.997;3.94;0.52;12.22;5
7.2;0.41;0.3;2.1;0.083;35.0;72.0;0.997;3.94;0.52;12.22;5
8.4;0.59;0.29;2.6;0.109;31.0;119.0;0.99801;3.65;0.5;11.83;5
7.0;0.4;0.32;3.6;0.061;9.0;29.0;0.99416;3.78;0.49;14.690000000000001;7
12.2;0.45;0.49;1.4;0.075;3.0;6.0;0.9969;3.63;0.63;13.520000000000001;5
9.1;0.5;0.3;1.9;0.065;8.0;17.0;0.99774;3.82;0.71;13.65;6
9.5;0.86;0.26;1.9;0.079;13.0;28.0;0.99712;3.75;0.62;13.0;5
7.3;0.52;0.32;2.1;0.07;51.0;70.0;0.99418;3.84;0.82;16.77;6
9.1;0.5;0.3;1.9;0.065;8.0;17.0;0.99774;3.82;0.71;13.65;6
12.2;0.45;0.49;1.4;0.075;3.0;6.0;0.9969;3.63;0.63;13.520000000000001;5
7.4;0.58;0.0;2.0;0.064;7.0;11.0;0.99562;3.95;0.58;14.690000000000001;6
9.8;0.34;0.39;1.4;0.066;3.0;7.0;0.9947;3.69;0.55;14.82;7
7.1;0.36;0.3;1.6;0.08;35.0;70.0;0.99693;3.94;0.5;12.22;5
7.7;0.39;0.12;1.7;0.097;19.0;27.0;0.99596;3.66;0.49;12.22;5
9.7;0.295;0.4;1.5;0.073;14.0;21.0;0.99556;3.64;0.51;14.170000000000002;6
7.7;0.39;0.12;1.7;0.097;19.0;27.0;0.99596;3.66;0.49;12.22;5
7.1;0.34;0.28;2.0;0.082;31.0;68.0;0.99694;3.95;0.48;12.22;5
6.5;0.4;0.1;2.0;0.076;30.0;47.0;0.99554;3.86;0.48;12.22;6
7.1;0.34;0.28;2.0;0.082;31.0;68.0;0.99694;3.95;0.48;12.22;5
10.0;0.35;0.45;2.5;0.092;20.0;88.0;0.99918;3.65;0.43;12.22;5
7.7;0.6;0.06;2.0;0.079;19.0;41.0;0.99697;3.89;0.62;13.13;6
5.6;0.66;0.0;2.2;0.087;3.0;11.0;0.99378;4.21;0.63;16.64;7
5.6;0.66;0.0;2.2;0.087;3.0;11.0;0.99378;4.21;0.63;16.64;7
8.9;0.84;0.34;1.4;0.05;4.0;10.0;0.99554;3.62;0.48;11.83;6
6.4;0.69;0.0;1.65;0.055;7.0;12.0;0.99162;3.97;0.53;16.77;6
7.5;0.43;0.3;2.2;0.062;6.0;12.0;0.99495;3.94;0.72;14.950000000000001;7
9.9;0.35;0.38;1.5;0.058;31.0;47.0;0.99676;3.76;0.82;13.78;7
9.1;0.29;0.33;2.05;0.063;13.0;27.0;0.99516;3.76;0.84;15.209999999999999;7
6.8;0.36;0.32;1.8;0.067;4.0;8.0;0.9928;3.86;0.55;16.64;7
8.2;0.43;0.29;1.6;0.081;27.0;45.0;0.99603;3.75;0.54;13.39;5
6.8;0.36;0.32;1.8;0.067;4.0;8.0;0.9928;3.86;0.55;16.64;7
9.1;0.29;0.33;2.05;0.063;13.0;27.0;0.99516;3.76;0.84;15.209999999999999;7
9.1;0.3;0.34;2.0;0.064;12.0;25.0;0.99516;3.76;0.84;15.209999999999999;7
8.9;0.35;0.4;3.6;0.11;12.0;24.0;0.99549;3.73;0.7;15.600000000000001;7
9.6;0.5;0.36;2.8;0.116;26.0;55.0;0.99722;3.68;0.68;14.170000000000002;5
8.9;0.28;0.45;1.7;0.067;7.0;12.0;0.99354;3.75;0.55;15.990000000000002;7
8.9;0.32;0.31;2.0;0.088;12.0;19.0;0.9957;3.67;0.55;13.520000000000001;6
7.7;1.005;0.15;2.1;0.102;11.0;32.0;0.99604;3.73;0.48;13.0;5
7.5;0.71;0.0;1.6;0.092;22.0;31.0;0.99635;3.88;0.58;13.0;6
8.0;0.58;0.16;2.0;0.12;3.0;7.0;0.99454;3.72;0.58;14.559999999999999;6
10.5;0.39;0.46;2.2;0.075;14.0;27.0;0.99598;3.56;0.84;14.82;6
8.9;0.38;0.4;2.2;0.068;12.0;28.0;0.99486;3.77;0.75;16.38;7
8.0;0.18;0.37;0.9;0.049;36.0;109.0;0.99007;3.39;0.44;16.509999999999998;6
8.0;0.18;0.37;0.9;0.049;36.0;109.0;0.99007;3.39;0.44;16.509999999999998;6
7.0;0.5;0.14;1.8;0.078;10.0;23.0;0.99636;4.029999999999999;0.61;13.520000000000001;5
11.3;0.36;0.66;2.4;0.123;3.0;8.0;0.99642;3.7;0.53;15.47;6
11.3;0.36;0.66;2.4;0.123;3.0;8.0;0.99642;3.7;0.53;15.47;6
7.0;0.51;0.09;2.1;0.062;4.0;9.0;0.99584;3.85;0.54;13.65;5
8.2;0.32;0.42;2.3;0.098;3.0;9.0;0.99506;3.77;0.55;15.990000000000002;6
7.7;0.58;0.01;1.8;0.088;12.0;18.0;0.99568;3.82;0.56;13.65;7
8.6;0.83;0.0;2.8;0.095;17.0;43.0;0.99822;3.83;0.6;13.520000000000001;6
7.9;0.31;0.32;1.9;0.066;14.0;36.0;0.99364;3.91;0.56;16.38;6
6.4;0.795;0.0;2.2;0.065;28.0;52.0;0.99378;3.99;0.52;15.08;5
7.2;0.34;0.21;2.5;0.075;41.0;68.0;0.99586;3.87;0.54;13.13;6
7.7;0.58;0.01;1.8;0.088;12.0;18.0;0.99568;3.82;0.56;13.65;7
7.1;0.59;0.0;2.1;0.091;9.0;14.0;0.99488;3.92;0.55;14.950000000000001;7
7.3;0.55;0.01;1.8;0.093;9.0;15.0;0.99514;3.85;0.58;14.3;7
8.1;0.82;0.0;4.1;0.095;5.0;14.0;0.99854;3.86;0.53;12.48;5
7.5;0.57;0.08;2.6;0.089;14.0;27.0;0.99592;3.8;0.59;13.520000000000001;6
8.9;0.745;0.18;2.5;0.077;15.0;48.0;0.99739;3.7;0.47;12.61;6
10.1;0.37;0.34;2.4;0.085;5.0;17.0;0.99683;3.67;0.65;13.78;7
7.6;0.31;0.34;2.5;0.082;26.0;35.0;0.99356;3.72;0.59;16.25;7
7.3;0.91;0.1;1.8;0.074;20.0;56.0;0.99672;3.85;0.56;11.959999999999999;5
8.7;0.41;0.41;6.2;0.078;25.0;42.0;0.9953;3.74;0.77;16.38;7
8.9;0.5;0.21;2.2;0.088;21.0;39.0;0.99692;3.83;0.83;14.43;6
7.4;0.965;0.0;2.2;0.088;16.0;32.0;0.99756;4.08;0.67;13.26;5
6.9;0.49;0.19;1.7;0.079;13.0;26.0;0.99547;3.88;0.64;12.740000000000002;6
8.9;0.5;0.21;2.2;0.088;21.0;39.0;0.99692;3.83;0.83;14.43;6
9.5;0.39;0.41;8.9;0.069;18.0;39.0;0.99859;3.79;0.81;14.170000000000002;7
6.4;0.39;0.33;3.3;0.046;12.0;53.0;0.99294;3.86;0.62;15.86;6
6.9;0.44;0.0;1.4;0.07;32.0;38.0;0.99438;3.82;0.58;14.82;6
7.6;0.78;0.0;1.7;0.076;33.0;45.0;0.99612;3.81;0.62;13.91;6
7.1;0.43;0.17;1.8;0.082;27.0;51.0;0.99634;3.99;0.64;13.520000000000001;5
9.3;0.49;0.36;1.7;0.081;3.0;14.0;0.99702;3.77;0.78;14.170000000000002;6
9.3;0.5;0.36;1.8;0.084;6.0;17.0;0.99704;3.77;0.77;14.040000000000001;6
7.1;0.43;0.17;1.8;0.082;27.0;51.0;0.99634;3.99;0.64;13.520000000000001;5
8.5;0.46;0.59;1.4;0.414;16.0;45.0;0.99702;3.53;1.34;11.959999999999999;5
5.6;0.605;0.05;2.4;0.073;19.0;25.0;0.99258;4.0600000000000005;0.55;16.77;5
8.3;0.33;0.42;2.3;0.07;9.0;20.0;0.99426;3.88;0.77;16.509999999999998;7
8.2;0.64;0.27;2.0;0.095;5.0;77.0;0.99747;3.63;0.62;11.83;6
8.2;0.64;0.27;2.0;0.095;5.0;77.0;0.99747;3.63;0.62;11.83;6
8.9;0.48;0.53;4.0;0.101;3.0;10.0;0.99586;3.71;0.59;15.73;7
7.6;0.42;0.25;3.9;0.104;28.0;90.0;0.99784;3.65;0.57;11.83;5
9.9;0.53;0.57;2.4;0.093;30.0;52.0;0.9971;3.69;0.76;15.08;7
8.9;0.48;0.53;4.0;0.101;3.0;10.0;0.99586;3.71;0.59;15.73;7
11.6;0.23;0.57;1.8;0.074;3.0;8.0;0.9981;3.64;0.7;12.870000000000001;6
9.1;0.4;0.5;1.8;0.071;7.0;16.0;0.99462;3.71;0.69;16.25;8
8.0;0.38;0.44;1.9;0.098;6.0;15.0;0.9956;3.8;0.64;14.82;6
10.2;0.29;0.65;2.4;0.075;6.0;17.0;0.99565;3.72;0.63;15.340000000000002;6
8.2;0.74;0.09;2.0;0.067;5.0;10.0;0.99418;3.78;0.57;15.340000000000002;6
7.7;0.61;0.18;2.4;0.083;6.0;20.0;0.9963;3.79;0.6;13.26;6
6.6;0.52;0.08;2.4;0.07;13.0;26.0;0.99358;3.9;0.72;16.25;7
11.1;0.31;0.53;2.2;0.06;3.0;10.0;0.99572;3.52;0.83;14.170000000000002;7
11.1;0.31;0.53;2.2;0.06;3.0;10.0;0.99572;3.52;0.83;14.170000000000002;7
8.0;0.62;0.35;2.8;0.086;28.0;52.0;0.997;3.81;0.62;14.040000000000001;5
9.3;0.33;0.45;1.5;0.057;19.0;37.0;0.99498;3.68;0.89;14.43;7
7.5;0.77;0.2;8.1;0.098;30.0;92.0;0.99892;3.7;0.58;11.959999999999999;5
7.2;0.35;0.26;1.8;0.083;33.0;75.0;0.9968;3.9;0.58;12.35;6
8.0;0.62;0.33;2.7;0.088;16.0;37.0;0.9972;3.81;0.58;13.91;6
7.5;0.77;0.2;8.1;0.098;30.0;92.0;0.99892;3.7;0.58;11.959999999999999;5
9.1;0.25;0.34;2.0;0.071;45.0;67.0;0.99769;3.94;0.86;13.26;7
9.9;0.32;0.56;2.0;0.073;3.0;8.0;0.99534;3.65;0.73;14.82;6
8.6;0.37;0.65;6.4;0.08;3.0;8.0;0.99817;3.77;0.58;14.3;5
8.6;0.37;0.65;6.4;0.08;3.0;8.0;0.99817;3.77;0.58;14.3;5
7.9;0.3;0.68;8.3;0.05;37.5;278.0;0.99316;3.51;0.51;15.990000000000002;7
10.3;0.27;0.56;1.4;0.047;3.0;8.0;0.99471;3.66;0.51;15.340000000000002;6
7.9;0.3;0.68;8.3;0.05;37.5;289.0;0.99316;3.51;0.51;15.990000000000002;7
7.2;0.38;0.3;1.8;0.073;31.0;70.0;0.99685;3.92;0.59;12.35;6
8.7;0.42;0.45;2.4;0.072;32.0;59.0;0.99617;3.83;0.77;15.600000000000001;6
7.2;0.38;0.3;1.8;0.073;31.0;70.0;0.99685;3.92;0.59;12.35;6
6.8;0.48;0.08;1.8;0.074;40.0;64.0;0.99529;3.62;0.49;12.48;5
8.5;0.34;0.4;4.7;0.055;3.0;9.0;0.99738;3.88;0.66;15.08;7
7.9;0.19;0.42;1.6;0.057;18.0;30.0;0.994;3.79;0.69;14.559999999999999;6
11.6;0.41;0.54;1.5;0.095;22.0;41.0;0.99735;3.52;0.76;12.870000000000001;7
11.6;0.41;0.54;1.5;0.095;22.0;41.0;0.99735;3.52;0.76;12.870000000000001;7
10.0;0.26;0.54;1.9;0.083;42.0;74.0;0.99451;3.48;0.63;15.340000000000002;8
7.9;0.34;0.42;2.0;0.086;8.0;19.0;0.99546;3.85;0.6;14.82;6
7.0;0.54;0.09;2.0;0.081;10.0;16.0;0.99479;3.93;0.59;14.950000000000001;6
9.2;0.31;0.36;2.2;0.079;11.0;31.0;0.99615;3.83;0.86;15.600000000000001;7
6.6;0.725;0.09;5.5;0.117;9.0;17.0;0.99655;3.85;0.49;14.040000000000001;6
9.4;0.4;0.47;2.5;0.087;6.0;20.0;0.99772;3.65;0.5;13.65;5
6.6;0.725;0.09;5.5;0.117;9.0;17.0;0.99655;3.85;0.49;14.040000000000001;6
8.6;0.52;0.38;1.5;0.096;5.0;18.0;0.99666;3.7;0.52;12.22;5
8.0;0.31;0.45;2.1;0.216;5.0;16.0;0.99358;3.65;0.81;16.25;7
8.6;0.52;0.38;1.5;0.096;5.0;18.0;0.99666;3.7;0.52;12.22;5
8.4;0.34;0.42;2.1;0.072;23.0;36.0;0.99392;3.61;0.78;16.12;6
7.4;0.49;0.27;2.1;0.071;14.0;25.0;0.99388;3.85;0.63;15.600000000000001;6
6.1;0.48;0.09;1.7;0.078;18.0;30.0;0.99402;3.95;0.54;14.559999999999999;6
7.4;0.49;0.27;2.1;0.071;14.0;25.0;0.99388;3.85;0.63;15.600000000000001;6
8.0;0.48;0.34;2.2;0.073;16.0;25.0;0.9936;3.78;0.66;16.12;6
6.3;0.57;0.28;2.1;0.048;13.0;49.0;0.99374;3.91;0.6;16.64;5
8.2;0.23;0.42;1.9;0.069;9.0;17.0;0.99376;3.71;0.54;15.990000000000002;6
9.1;0.3;0.41;2.0;0.068;10.0;24.0;0.99523;3.77;0.85;15.209999999999999;7
8.1;0.78;0.1;3.3;0.09;4.0;13.0;0.99855;3.86;0.49;12.35;5
10.8;0.47;0.43;2.1;0.171;27.0;66.0;0.9982;3.67;0.76;14.040000000000001;6
8.3;0.53;0.0;1.4;0.07;6.0;14.0;0.99593;3.75;0.64;13.0;6
5.4;0.42;0.27;2.0;0.092;23.0;55.0;0.99471;4.279999999999999;0.64;15.990000000000002;7
7.9;0.33;0.41;1.5;0.056;6.0;35.0;0.99396;3.79;0.71;14.3;6
8.9;0.24;0.39;1.6;0.074;3.0;10.0;0.99698;3.62;0.59;12.35;6
5.0;0.4;0.5;4.3;0.046;29.0;80.0;0.9902;3.99;0.66;17.68;6
7.0;0.69;0.07;2.5;0.091;15.0;21.0;0.99572;3.88;0.6;14.690000000000001;6
7.0;0.69;0.07;2.5;0.091;15.0;21.0;0.99572;3.88;0.6;14.690000000000001;6
7.0;0.69;0.07;2.5;0.091;15.0;21.0;0.99572;3.88;0.6;14.690000000000001;6
7.1;0.39;0.12;2.1;0.065;14.0;24.0;0.99252;3.8;0.53;17.290000000000003;6
5.6;0.66;0.0;2.5;0.066;7.0;15.0;0.99256;4.02;0.58;16.77;5
7.9;0.54;0.34;2.5;0.076;8.0;17.0;0.99235;3.7;0.72;17.03;8
6.6;0.5;0.0;1.8;0.062;21.0;28.0;0.99352;3.94;0.55;15.990000000000002;6
6.3;0.47;0.0;1.4;0.055;27.0;33.0;0.9922;3.95;0.48;15.990000000000002;6
10.7;0.4;0.37;1.9;0.081;17.0;29.0;0.99674;3.62;0.65;14.559999999999999;6
6.5;0.58;0.0;2.2;0.096;3.0;13.0;0.99557;4.12;0.62;14.950000000000001;4
8.8;0.24;0.35;1.7;0.055;13.0;27.0;0.99394;3.64;0.59;14.690000000000001;7
5.8;0.29;0.26;1.7;0.063;3.0;11.0;0.9915;3.89;0.54;17.55;6
6.3;0.76;0.0;2.9;0.072;26.0;52.0;0.99379;4.01;0.6;14.950000000000001;6
10.0;0.43;0.33;2.7;0.095;28.0;89.0;0.9984;3.72;0.68;13.0;5
10.5;0.43;0.35;3.3;0.092;24.0;70.0;0.99798;3.71;0.69;13.65;6
9.1;0.6;0.0;1.9;0.058;5.0;10.0;0.9977;3.68;0.63;13.520000000000001;6
5.9;0.19;0.21;1.7;0.045;57.0;135.0;0.99341;3.82;0.44;12.35;5
7.4;0.36;0.34;1.8;0.075;18.0;38.0;0.9933;3.88;0.88;17.68;7
7.2;0.48;0.07;5.5;0.089;10.0;18.0;0.99684;3.87;0.68;14.559999999999999;7
8.5;0.28;0.35;1.7;0.061;6.0;15.0;0.99524;3.8;0.74;15.340000000000002;7
8.0;0.25;0.43;1.7;0.067;22.0;50.0;0.9946;3.88;0.6;15.47;6
10.4;0.52;0.45;2.0;0.08;6.0;13.0;0.99774;3.72;0.76;14.82;6
10.4;0.52;0.45;2.0;0.08;6.0;13.0;0.99774;3.72;0.76;14.82;6
7.5;0.41;0.15;3.7;0.104;29.0;94.0;0.99786;3.64;0.58;11.83;5
8.2;0.51;0.24;2.0;0.079;16.0;86.0;0.99764;3.84;0.64;12.35;6
7.3;0.4;0.3;1.7;0.08;33.0;79.0;0.9969;3.91;0.65;12.35;6
8.2;0.38;0.32;2.5;0.08;24.0;71.0;0.99624;3.77;0.85;14.3;6
6.9;0.45;0.11;2.4;0.043;6.0;12.0;0.99354;3.8;0.65;14.82;6
7.0;0.22;0.3;1.8;0.065;16.0;20.0;0.99672;4.109999999999999;0.82;13.0;6
